,tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers,name
1627,Entesia_sp_Therevidae,,Therevidae,,,Entesia,,,Entesia
1628,Melanothereva_lugubris_Therevidae,,Therevidae,,,Melanothereva,lugubris,,Melanothereva lugubris
1629,Calophytus_matilei_Therevidae,,Therevidae,,,Calophytus,matilei,,Calophytus matilei
1630,Calophytus_chazeaui_Therevidae,,Therevidae,,,Calophytus,chazeaui,,Calophytus chazeaui
1631,Calophytus_webbi_Therevidae,,Therevidae,,,Calophytus,webbi,,Calophytus webbi
1632,Calophytus_sp_Therevidae,,Therevidae,,,Calophytus,,,Calophytus
1633,Taenogerella_pelicanstercis_Therevidae,,Therevidae,,,Taenogerella,pelicanstercis,,Taenogerella pelicanstercis
1634,Taenogera_longa_Therevidae,,Therevidae,,,Taenogera,longa,,Taenogera longa
1635,Ectinorhynchus_sp5_SLW_Therevidae,,Therevidae,,,Ectinorhynchus,,5_SLW,Ectinorhynchus
1636,Pyrromannia_superbus_Therevidae,,Therevidae,,,Pyrromannia,superbus,,Pyrromannia superbus
1637,Pyrromannia_actensis_Therevidae,,Therevidae,,,Pyrromannia,actensis,,Pyrromannia actensis
1638,Ectinorhynchus_sp_SLW_Therevidae,,Therevidae,,,Ectinorhynchus,,SLW,Ectinorhynchus
1639,Pyrromannia_carnarvoni_Therevidae,,Therevidae,,,Pyrromannia,carnarvoni,,Pyrromannia carnarvoni
1640,Ectinorhynchus_sp_narellea_Therevidae,,Therevidae,,,Ectinorhynchus,,narellea,Ectinorhynchus
1641,Evansomyia_sp_Therevidae_1,,Therevidae,,,Evansomyia,,1,Evansomyia
1642,Evansomyia_sp_Therevidae_3,,Therevidae,,,Evansomyia,,3,Evansomyia
1643,Evansomyia_sp_Therevidae_2,,Therevidae,,,Evansomyia,,2,Evansomyia
1644,Evansomyia_sp_Therevidae,,Therevidae,,,Evansomyia,,,Evansomyia
1645,Ectinorhynchus_phyciformis_Therevidae,,Therevidae,,,Ectinorhynchus,phyciformis,,Ectinorhynchus phyciformis
1646,Evansomyia_nowsteadtas_Therevidae,,Therevidae,,,Evansomyia,nowsteadtas,,Evansomyia nowsteadtas
1647,Ectinorynchus_sp_Therevidae,,Therevidae,,,Ectinorynchus,,,Ectinorynchus
1648,Ectinorhynchus_victoria_Therevidae,,Therevidae,,,Ectinorhynchus,victoria,,Ectinorhynchus victoria
1649,Ectinorhynchus_pollinosus_Therevidae,,Therevidae,,,Ectinorhynchus,pollinosus,,Ectinorhynchus pollinosus
1650,Ectinorhynchus_commoni_Therevidae,,Therevidae,,,Ectinorhynchus,commoni,,Ectinorhynchus commoni
1651,Tianarinha_cracentis_Therevidae,,Therevidae,,,Tianarinha,cracentis,,Tianarinha cracentis
1652,Agapophytus_antheliogynaion_Therevidae,,Therevidae,,,Agapophytus,antheliogynaion,,Agapophytus antheliogynaion
1653,Agapophytus_queenslandi_Therevidae,,Therevidae,,,Agapophytus,queenslandi,,Agapophytus queenslandi
1654,Agapophytus_paramonovi_Therevidae,,Therevidae,,,Agapophytus,paramonovi,,Agapophytus paramonovi
1655,Therevidae_gen_sp_3_Therevidae,,Therevidae,,,,,3,Therevidae
1656,Agapophytus_bicolor_Therevidae,,Therevidae,,,Agapophytus,bicolor,,Agapophytus bicolor
1657,Agapophytus_aterrimus_Therevidae,,Therevidae,,,Agapophytus,aterrimus,,Agapophytus aterrimus
1658,Agapophytus_aga_Therevidae,,Therevidae,,,Agapophytus,aga,,Agapophytus aga
1659,Therevidae_gen_sp_2_Therevidae,,Therevidae,,,,,2,Therevidae
1660,Pipinnipons_fascipennis_Therevidae,,Therevidae,,,Pipinnipons,fascipennis,,Pipinnipons fascipennis
1661,Pipinnipons_kroeberi_Therevidae,,Therevidae,,,Pipinnipons,kroeberi,,Pipinnipons kroeberi
1662,Acupalpa_semirufa_Therevidae,,Therevidae,,,Acupalpa,semirufa,,Acupalpa semirufa
1663,Acupalpa_divisa_Therevidae,,Therevidae,,,Acupalpa,divisa,,Acupalpa divisa
1664,Laxotela_whitei_Therevidae,,Therevidae,,,Laxotela,whitei,,Laxotela whitei
1665,Laxotela_plata_Therevidae,,Therevidae,,,Laxotela,plata,,Laxotela plata
1666,Belonalys_obscura_Therevidae,,Therevidae,,,Belonalys,obscura,,Belonalys obscura
1667,Laxotela_hauseri_Therevidae,,Therevidae,,,Laxotela,hauseri,,Laxotela hauseri
1668,Patanothrix_skevingtoni_Therevidae,,Therevidae,,,Patanothrix,skevingtoni,,Patanothrix skevingtoni
1669,Patanothrix_wilsoni_Therevidae,,Therevidae,,,Patanothrix,wilsoni,,Patanothrix wilsoni
1670,Bonjeania_clamosis_Therevidae,,Therevidae,,,Bonjeania,clamosis,,Bonjeania clamosis
1671,Parapsilocephala_sp_2_Therevidae,,Therevidae,,,Parapsilocephala,,2,Parapsilocephala
1672,Parapsilocephala_sp_BMW_1999a_Therevidae,,Therevidae,,,Parapsilocephala,,BMW_1999a,Parapsilocephala
1673,Bonjeania_actuosa_Therevidae,,Therevidae,,,Bonjeania,actuosa,,Bonjeania actuosa
1674,Acraspisa_obscuripes_Therevidae,,Therevidae,,,Acraspisa,obscuripes,,Acraspisa obscuripes
1675,ME1314Fij_Therevidae_Therevidae,,Therevidae,,,,,ME1314Fij,Therevidae
1676,Nanexila_gracilis_Therevidae,,Therevidae,,,Nanexila,gracilis,,Nanexila gracilis
1677,Acraspisa_sp_2_Therevidae,,Therevidae,,,Acraspisa,,2,Acraspisa
1678,Acraspisa_sp_NCSU0300001_Therevidae,,Therevidae,,,Acraspisa,,NCSU0300001,Acraspisa
1679,Manestella_nanargenta_Therevidae,,Therevidae,,,Manestella,nanargenta,,Manestella nanargenta
1680,Medomega_sp_Therevidae,,Therevidae,,,Medomega,,,Medomega
1681,Zelothrix_venusta_Therevidae,,Therevidae,,,Zelothrix,venusta,,Zelothrix venusta
1682,Sidarena_cooma_Therevidae,,Therevidae,,,Sidarena,cooma,,Sidarena cooma
1683,Megalinga_bolbocera_Therevidae,,Therevidae,,,Megalinga,bolbocera,,Megalinga bolbocera
1684,Penniverpa_sp_Therevidae,,Therevidae,,,Penniverpa,,,Penniverpa
1685,Litolinga_tergisa_Therevidae,,Therevidae,,,Litolinga,tergisa,,Litolinga tergisa
1686,Notiothereva_sp_Therevidae,,Therevidae,,,Notiothereva,,,Notiothereva
1687,Notiothereva_albiventris_Therevidae,,Therevidae,,,Notiothereva,albiventris,,Notiothereva albiventris
1688,Iberotelus_inexpectatus_Therevidae,,Therevidae,,,Iberotelus,inexpectatus,,Iberotelus inexpectatus
1689,Ammothereva_sp_Therevidae,,Therevidae,,,Ammothereva,,,Ammothereva
1690,Ozodiceromyia_sp_1_SLW_Therevidae,,Therevidae,,,Ozodiceromyia,,1_SLW,Ozodiceromyia
1691,Cyclotelus_pictipennis_Therevidae,,Therevidae,,,Cyclotelus,pictipennis,,Cyclotelus pictipennis
1692,Procyclotelus_elegans_Therevidae,,Therevidae,,,Procyclotelus,elegans,,Procyclotelus elegans
1693,Leptothereva_sp_Therevidae,,Therevidae,,,Leptothereva,,,Leptothereva
1694,Elcaribe_abdominalis_Therevidae,,Therevidae,,,Elcaribe,abdominalis,,Elcaribe abdominalis
1695,Brachylinga_baccata_Therevidae,,Therevidae,,,Brachylinga,baccata,,Brachylinga baccata
1696,Brachylinga_sp_Therevidae_MEI090244,,Therevidae,,,Brachylinga,,MEI090244,Brachylinga
1697,Brachylinga_sp_Therevidae,,Therevidae,,,Brachylinga,,,Brachylinga
1698,Chromolepida_pruinosa_Therevidae,,Therevidae,,,Chromolepida,pruinosa,,Chromolepida pruinosa
1699,Hoplosathe_formosa_Therevidae,,Therevidae,,,Hoplosathe,formosa,,Hoplosathe formosa
1700,Hoplosathe_frauenfeldi_Therevidae,,Therevidae,,,Hoplosathe,frauenfeldi,,Hoplosathe frauenfeldi
1701,Hermannula_lanata_Therevidae,,Therevidae,,,Hermannula,lanata,,Hermannula lanata
1702,Acantothereva_sp_Therevidae,,Therevidae,,,Acantothereva,,,Acantothereva
1703,Irwiniella_oldroydi_Therevidae,,Therevidae,,,Irwiniella,oldroydi,,Irwiniella oldroydi
1704,Irwiniella_velutina_Therevidae,,Therevidae,,,Irwiniella,velutina,,Irwiniella velutina
1705,Irwiniella_natalensis_Therevidae,,Therevidae,,,Irwiniella,natalensis,,Irwiniella natalensis
1706,Acrosathe_notata_Therevidae,,Therevidae,,,Acrosathe,notata,,Acrosathe notata
1707,Acrosathe_novella_Therevidae,,Therevidae,,,Acrosathe,novella,,Acrosathe novella
1708,Irwiniella_frontata_Therevidae,,Therevidae,,,Irwiniella,frontata,,Irwiniella frontata
1709,Dichoglena_nigrina_Therevidae,,Therevidae,,,Dichoglena,nigrina,,Dichoglena nigrina
1710,Pandivirilia_sp_Therevidae,,Therevidae,,,Pandivirilia,,,Pandivirilia
1711,Tabudamima_melanophleba_Therevidae,,Therevidae,,,Tabudamima,melanophleba,,Tabudamima melanophleba
1712,Dialineura_lyneborgi_Therevidae,,Therevidae,,,Dialineura,lyneborgi,,Dialineura lyneborgi
1713,spiriverpa_sp_Therevidae,,Therevidae,,,spiriverpa,,,spiriverpa
1714,Tabuda_planiceps_Therevidae,,Therevidae,,,Tabuda,planiceps,,Tabuda planiceps
1715,Tabuda_varia_Therevidae,,Therevidae,,,Tabuda,varia,,Tabuda varia
1716,Thereva_turneri_Therevidae_yzerfontein,,Therevidae,,,Thereva,turneri,yzerfontein,Thereva turneri
1717,Thereva_turneri_Therevidae_knyssa,,Therevidae,,,Thereva,turneri,knyssa,Thereva turneri
1718,Thereva_turneri_Therevidae,,Therevidae,,,Thereva,turneri,,Thereva turneri
1719,Caenophthalmus_capensis_Therevidae,,Therevidae,,,Caenophthalmus,capensis,,Caenophthalmus capensis
1720,Euphycus_dispar_Therevidae,,Therevidae,,,Euphycus,dispar,,Euphycus dispar
1721,Cionophora_kollari_Therevidae,,Therevidae,,,Cionophora,kollari,,Cionophora kollari
1722,Baryphora_speciosa_Therevidae,,Therevidae,,,Baryphora,speciosa,,Baryphora speciosa
1723,Stenopomyia_sp_Therevidae,,Therevidae,,,Stenopomyia,,,Stenopomyia
1724,Thereva_nobilitata_Therevidae,,Therevidae,,,Thereva,nobilitata,,Thereva nobilitata
1725,Thereva_plebeja_Therevidae,,Therevidae,,,Thereva,plebeja,,Thereva plebeja
1726,Thereva_strigata_Therevidae,,Therevidae,,,Thereva,strigata,,Thereva strigata
1727,Thereva_aurofasciata_Therevidae,,Therevidae,,,Thereva,aurofasciata,,Thereva aurofasciata
1728,Thereva_flavicincta_Therevidae,,Therevidae,,,Thereva,flavicincta,,Thereva flavicincta
1729,Thereva_natalensis_Therevidae,,Therevidae,,,Thereva,natalensis,,Thereva natalensis
1730,Thereva_bicolor_Therevidae,,Therevidae,,,Thereva,bicolor,,Thereva bicolor
1731,Thereva_niveipennis_Therevidae,,Therevidae,,,Thereva,niveipennis,,Thereva niveipennis
1732,Thereva_elizabethae_Therevidae,,Therevidae,,,Thereva,elizabethae,,Thereva elizabethae
1733,Thereva_flavipilosa_Therevidae,,Therevidae,,,Thereva,flavipilosa,,Thereva flavipilosa
1734,Thereva_major_Therevidae,,Therevidae,,,Thereva,major,,Thereva major
1735,Thereva_microcephala_Therevidae,,Therevidae,,,Thereva,microcephala,,Thereva microcephala
1736,Ammonaios_confusus_Therevidae,,Therevidae,,,Ammonaios,confusus,,Ammonaios confusus
1737,Arenigena_marcida_Therevidae,,Therevidae,,,Arenigena,marcida,,Arenigena marcida
1738,Agapophytus_pallidicornis_Therevidae,,Therevidae,,,Agapophytus,pallidicornis,,Agapophytus pallidicornis
1739,Anabarhynchus_sp_NCSU0300006_Therevidae,,Therevidae,,,Anabarhynchus,,NCSU0300006,Anabarhynchus
1740,Peralia_vittata_Therevidae,,Therevidae,,,Peralia,vittata,,Peralia vittata
1741,Anabarhynchus_maritimus_Therevidae,,Therevidae,,,Anabarhynchus,maritimus,,Anabarhynchus maritimus
1742,Anabarhynchus_helvenacus_Therevidae,,Therevidae,,,Anabarhynchus,helvenacus,,Anabarhynchus helvenacus
1743,Anabarhynchus_hyalipennis_vari_Therevidaecinctu,,Therevidae,,,Anabarhynchus,hyalipennis,vari_Therevidaecinctu,Anabarhynchus hyalipennis
1744,Anabarhynchus_montanus_Therevidae,,Therevidae,,,Anabarhynchus,montanus,,Anabarhynchus montanus
1745,Anabarhynchus_tristis_Therevidae,,Therevidae,,,Anabarhynchus,tristis,,Anabarhynchus tristis
1746,Anabarhynchus_occidentalis_Therevidae,,Therevidae,,,Anabarhynchus,occidentalis,,Anabarhynchus occidentalis
1747,Ectinorhynchus_levis_Therevidae,,Therevidae,,,Ectinorhynchus,levis,,Ectinorhynchus levis
1748,Efflatouniella_sp_Therevidae,,Therevidae,,,Efflatouniella,,,Efflatouniella
1749,Stenogephyra_sp_2_Therevidae,,Therevidae,,,Stenogephyra,,2,Stenogephyra
1750,Stenogephyra_torrida_Therevidae,,Therevidae,,,Stenogephyra,torrida,,Stenogephyra torrida
1751,Parapherocera_wilcoxi_Therevidae,,Therevidae,,,Parapherocera,wilcoxi,,Parapherocera wilcoxi
1752,Pherocera_albihalteralis_Therevidae,,Therevidae,,,Pherocera,albihalteralis,,Pherocera albihalteralis
1753,Pherocera_johnsoni_Therevidae,,Therevidae,,,Pherocera,johnsoni,,Pherocera johnsoni
1754,Schlingeria_ammobata_Therevidae,,Therevidae,,,Schlingeria,ammobata,,Schlingeria ammobata
1755,Pherocera_paractia_Therevidae,,Therevidae,,,Pherocera,paractia,,Pherocera paractia
1756,Pherocera_niger_Therevidae,,Therevidae,,,Pherocera,niger,,Pherocera niger
1757,Pherocera_sp_Therevidae_NCSU0300012,,Therevidae,,,Pherocera,,NCSU0300012,Pherocera
1758,Pherocera_sp_Therevidae,,Therevidae,,,Pherocera,,,Pherocera
1759,Salentia_smkz_Therevidae,,Therevidae,,,Salentia,,smkz,Salentia
1760,Phycus_sp_Therevidae_MEI050693,,Therevidae,,,Phycus,,MEI050693,Phycus
1761,Phycus_sp_Therevidae,,Therevidae,,,Phycus,,,Phycus
1762,Neotabuda_sp_Therevidae_MEI089473,,Therevidae,,,Neotabuda,,MEI089473,Neotabuda
1763,Ruppellia_ruca_Therevidae,,Therevidae,,,Ruppellia,ruca,,Ruppellia ruca
1764,Ruppellia_nigriscens_Therevidae,,Therevidae,,,Ruppellia,nigriscens,,Ruppellia nigriscens
1765,Ruppellia_thoracica_Therevidae,,Therevidae,,,Ruppellia,thoracica,,Ruppellia thoracica
1766,Ruppellia_multisetosis_Therevidae,,Therevidae,,,Ruppellia,multisetosis,,Ruppellia multisetosis
1767,Ruppellia_basalis_Therevidae,,Therevidae,,,Ruppellia,basalis,,Ruppellia basalis
1768,Ruppellia_rucu_Therevidae,,Therevidae,,,Ruppellia,rucu,,Ruppellia rucu
1769,Orthactia_penicillata_Therevidae,,Therevidae,,,Orthactia,penicillata,,Orthactia penicillata
1770,Actorthia_micans_Therevidae,,Therevidae,,,Actorthia,micans,,Actorthia micans
1771,Ataenogera_abdominalis_Therevidae,,Therevidae,,,Ataenogera,abdominalis,,Ataenogera abdominalis
1772,Ataenogera_sp_Therevidae,,Therevidae,,,Ataenogera,,,Ataenogera
1773,Neotabuda_incrassata_Therevidae,,Therevidae,,,Neotabuda,incrassata,,Neotabuda incrassata
1774,Neotabuda_sp_Therevidae,,Therevidae,,,Neotabuda,,,Neotabuda
1775,Neotabuda_sp_Therevidae_nov,,Therevidae,,,Neotabuda,,nov,Neotabuda
1776,Phycus_frommeri_Therevidae,,Therevidae,,,Phycus,frommeri,,Phycus frommeri
1777,Phycus_lacteipennis_Therevidae,,Therevidae,,,Phycus,lacteipennis,,Phycus lacteipennis
1778,Phycus_niger_Therevidae,,Therevidae,,,Phycus,niger,,Phycus niger
1779,Caenotus_sp_Scenopinidae,,Scenopinidae,,,Caenotus,,,Caenotus
1780,Pseudatrichia_bupennis_Scenopinidae,,Scenopinidae,,,Pseudatrichia,bupennis,,Pseudatrichia bupennis
1781,Pseudatrichia_longiventris_Scenopinidae,,Scenopinidae,,,Pseudatrichia,longiventris,,Pseudatrichia longiventris
1782,Stenomphrale_teutenkhameni_Scenopinidae,,Scenopinidae,,,Stenomphrale,teutenkhameni,,Stenomphrale teutenkhameni
1783,Belosta_sp_Scenopinidae,,Scenopinidae,,,Belosta,,,Belosta
1784,Neopseudatrichia_inglewoodi_Scenopinidae,,Scenopinidae,,,Neopseudatrichia,inglewoodi,,Neopseudatrichia inglewoodi
1785,Neopseudatrichia_canei_Scenopinidae,,Scenopinidae,,,Neopseudatrichia,canei,,Neopseudatrichia canei
1786,Brevitrichia_sp_Therevidae,,Therevidae,,,Brevitrichia,,,Brevitrichia
1787,Heteromphrale_blanca_Scenopinidae,,Scenopinidae,,,Heteromphrale,blanca,,Heteromphrale blanca
1788,Heteromphrale_cyanops_Scenopinidae,,Scenopinidae,,,Heteromphrale,cyanops,,Heteromphrale cyanops
1789,Brevitrichia_arena_Scenopinidae,,Scenopinidae,,,Brevitrichia,arena,,Brevitrichia arena
1790,Brevitrichia_arnaudi_Therevidae,,Therevidae,,,Brevitrichia,arnaudi,,Brevitrichia arnaudi
1791,Brevitrichia_forficicruxa_Scenopinidae,,Scenopinidae,,,Brevitrichia,forficicruxa,,Brevitrichia forficicruxa
1792,Irwiniana_graciliparamera_Scenopinidae,,Scenopinidae,,,Irwiniana,graciliparamera,,Irwiniana graciliparamera
1793,Riekiella_nicholsi_Scenopinidae,,Scenopinidae,,,Riekiella,nicholsi,,Riekiella nicholsi
1794,Riekiella_bolgarti_Scenopinidae,,Scenopinidae,,,Riekiella,bolgarti,,Riekiella bolgarti
1795,Paramonova_sp_A_SLW_2015_Scenopinidae,,Scenopinidae,,,Paramonova,,A_SLW_2015,Paramonova
1796,Riekiella_sp_SLW_2015_Scenopinidae,,Scenopinidae,,,Riekiella,,SLW_2015,Riekiella
1797,Paramonova_sp_B_SLW_2015_Scenopinidae,,Scenopinidae,,,Paramonova,,B_SLW_2015,Paramonova
1798,Paramonova_sp_C_SLW_2015_Scenopinidae,,Scenopinidae,,,Paramonova,,C_SLW_2015,Paramonova
1799,Propebrevitrichia_canuta_Scenopinidae,,Scenopinidae,,,Propebrevitrichia,canuta,,Propebrevitrichia canuta
1800,Propebrevitrichia_pakhuisensis_Scenopinidae,,Scenopinidae,,,Propebrevitrichia,pakhuisensis,,Propebrevitrichia pakhuisensis
1801,Propebrevitrichia_stuckenbergi_Scenopinidae,,Scenopinidae,,,Propebrevitrichia,stuckenbergi,,Propebrevitrichia stuckenbergi
1802,Propebrevitrichia_patersonensi_Scenopinidaes,,Scenopinidae,,,Propebrevitrichia,patersonensi,,Propebrevitrichia patersonensi
1803,Propebrevitrichia_falcata_Scenopinidae,,Scenopinidae,,,Propebrevitrichia,falcata,,Propebrevitrichia falcata
1804,Metatrichia_waterhousei_Scenopinidae,,Scenopinidae,,,Metatrichia,waterhousei,,Metatrichia waterhousei
1805,Metatrichia_bulbosa_Scenopinidae,,Scenopinidae,,,Metatrichia,bulbosa,,Metatrichia bulbosa
1806,Metatrichia_robusta_Scenopinidae,,Scenopinidae,,,Metatrichia,robusta,,Metatrichia robusta
1807,Iranotrichia_sp_2_Scenopinidae,,Scenopinidae,,,Iranotrichia,,2,Iranotrichia
1808,Iranotrichia_sp_1_Scenopinidae,,Scenopinidae,,,Iranotrichia,,1,Iranotrichia
1809,Seguyia_sinaiensis_Scenopinidae,,Scenopinidae,,,Seguyia,sinaiensis,,Seguyia sinaiensis
1810,Seguyia_chinchona_Scenopinidae,,Scenopinidae,,,Seguyia,chinchona,,Seguyia chinchona
1811,Prepseudatrichia_sp_Scenopinidae,,Scenopinidae,,,Prepseudatrichia,,,Prepseudatrichia
1812,Scenopinus_squamosus_Scenopinidae,,Scenopinidae,,,Scenopinus,squamosus,,Scenopinus squamosus
1813,Scenopinus_sp_A_SLW_2015_Scenopinidae,,Scenopinidae,,,Scenopinus,,A_SLW_2015,Scenopinus
1814,Scenopinus_fenestralis_Scenopinidae,,Scenopinidae,,,Scenopinus,fenestralis,,Scenopinus fenestralis
1815,Scenopinus_dilkera_Scenopinidae,,Scenopinidae,,,Scenopinus,dilkera,,Scenopinus dilkera
1816,Scenopinus_schulzi_Scenopinidae,,Scenopinidae,,,Scenopinus,schulzi,,Scenopinus schulzi
1817,Scenopinus_electus_Scenopinidae,,Scenopinidae,,,Scenopinus,electus,,Scenopinus electus
1818,Scenopinus_sp_C_SLW_2015_Scenopinidae,,Scenopinidae,,,Scenopinus,,C_SLW_2015,Scenopinus
1819,Scenopinus_sp_B_SLW_2015_Scenopinidae,,Scenopinidae,,,Scenopinus,,B_SLW_2015,Scenopinus
1820,Cyrtosathe_sp_Scenopinidae,,Scenopinidae,,,Cyrtosathe,,,Cyrtosathe
1821,Jackhallia_sp_Scenopinidae,,Scenopinidae,,,Jackhallia,,,Jackhallia
1822,Acaenotus_sp_Scenopinidae,,Scenopinidae,,,Acaenotus,,,Acaenotus
1823,Prorates_sp_Scenopinidae_SLW_2015,,Scenopinidae,,,Prorates,,SLW_2015,Prorates
1824,Prorates_boydi_Scenopinidae,,Scenopinidae,,,Prorates,boydi,,Prorates boydi
1825,Prorates_frommeri_Scenopinidae,,Scenopinidae,,,Prorates,frommeri,,Prorates frommeri
1826,Prorates_sp_Scenopinidae,,Scenopinidae,,,Prorates,,,Prorates
1827,Alloxytropus_elias_Scenopinidae,,Scenopinidae,,,Alloxytropus,elias,,Alloxytropus elias
1828,Alloxytropus_anomalus_Scenopinidae,,Scenopinidae,,,Alloxytropus,anomalus,,Alloxytropus anomalus
1829,Beameromyia_bifida_Asilidae,,Asilidae,,,Beameromyia,bifida,,Beameromyia bifida
1830,Euscelidia_pulchra_Asilidae,,Asilidae,,,Euscelidia,pulchra,,Euscelidia pulchra
1831,Lasiocnemus_lugens_Asilidae,,Asilidae,,,Lasiocnemus,lugens,,Lasiocnemus lugens
1832,Tipulogaster_glabrata_Asilidae,,Asilidae,,,Tipulogaster,glabrata,,Tipulogaster glabrata
1833,Leptogaster_arida_Asilidae,,Asilidae,,,Leptogaster,arida,,Leptogaster arida
1834,Leptogaster_sp_SLW2_Asilidae,,Asilidae,,,Leptogaster,,SLW2,Leptogaster
1835,Leptogaster_cylindrica_Asilidae,,Asilidae,,,Leptogaster,cylindrica,,Leptogaster cylindrica
1836,Neoitamus_cyanurus_Asilidae,,Asilidae,,,Neoitamus,cyanurus,,Neoitamus cyanurus
1837,Clephydroneura_sp_Kepong_Asilidae,,Asilidae,,,Clephydroneura,,Kepong,Clephydroneura
1838,Dysmachus_trigonus_Asilidae,,Asilidae,,,Dysmachus,trigonus,,Dysmachus trigonus
1839,Machimus_sp_Asilidae,,Asilidae,,,Machimus,,,Machimus
1840,Tolmerus_atricapillus_Asilidae,,Asilidae,,,Tolmerus,atricapillus,,Tolmerus atricapillus
1841,Asilus_crabroniformis_Asilidae,,Asilidae,,,Asilus,crabroniformis,,Asilus crabroniformis
1842,Asilus_sericeus_Asilidae,,Asilidae,,,Asilus,sericeus,,Asilus sericeus
1843,Machimus_occidentalis_Asilidae,,Asilidae,,,Machimus,occidentalis,,Machimus occidentalis
1844,Philonicus_albiceps_Asilidae,,Asilidae,,,Philonicus,albiceps,,Philonicus albiceps
1845,Philodicus_tenuipes_Asilidae,,Asilidae,,,Philodicus,tenuipes,,Philodicus tenuipes
1846,Promachus_amastrus_Asilidae,,Asilidae,,,Promachus,amastrus,,Promachus amastrus
1847,Neolophonotus_bimaculatus_Asilidae,,Asilidae,,,Neolophonotus,bimaculatus,,Neolophonotus bimaculatus
1848,Dasophrys_crenulatus_Asilidae,,Asilidae,,,Dasophrys,crenulatus,,Dasophrys crenulatus
1849,Pogonioefferia_pogonias_Asilidae,,Asilidae,,,Pogonioefferia,pogonias,,Pogonioefferia pogonias
1850,Proctacanthus_philadelphicus_Asilidae,,Asilidae,,,Proctacanthus,philadelphicus,,Proctacanthus philadelphicus
1851,Afroestricus_chiastoneurus_Asilidae,,Asilidae,,,Afroestricus,chiastoneurus,,Afroestricus chiastoneurus
1852,Ommatius_tibialis_Asilidae,,Asilidae,,,Ommatius,tibialis,,Ommatius tibialis
1853,Emphysomera_conopsoides_Asilidae,,Asilidae,,,Emphysomera,conopsoides,,Emphysomera conopsoides
1854,Emphysomera_pallidapex_Asilidae,,Asilidae,,,Emphysomera,pallidapex,,Emphysomera pallidapex
1855,CerdistusLRC_Asilidae,,Asilidae,,,CerdistusLRC,,,CerdistusLRC
1856,Tillobroma_punctipennis_Asilidae,,Asilidae,,,Tillobroma,punctipennis,,Tillobroma punctipennis
1857,Microstylum_sp_Karkloof_Asilidae,,Asilidae,,,Microstylum,,Karkloof,Microstylum
1858,Connomyia_varipennis_Asilidae,,Asilidae,,,Connomyia,varipennis,,Connomyia varipennis
1859,Scylaticus_costalis_Asilidae,,Asilidae,,,Scylaticus,costalis,,Scylaticus costalis
1860,Prolepsis_tristis_Asilidae,,Asilidae,,,Prolepsis,tristis,,Prolepsis tristis
1861,Lycostommyia_albifacies_Asilidae,,Asilidae,,,Lycostommyia,albifacies,,Lycostommyia albifacies
1862,Gonioscelis_ventralis_Asilidae,,Asilidae,,,Gonioscelis,ventralis,,Gonioscelis ventralis
1863,Stenopogon_rufibarbis_Asilidae,,Asilidae,,,Stenopogon,rufibarbis,,Stenopogon rufibarbis
1864,Ospriocerus_aeacus_Asilidae,,Asilidae,,,Ospriocerus,aeacus,,Ospriocerus aeacus
1865,Trichoura_pardeos_Asilidae,,Asilidae,,,Trichoura,pardeos,,Trichoura pardeos
1866,Willistonina_bilineata_Asilidae,,Asilidae,,,Willistonina,bilineata,,Willistonina bilineata
1867,Nicocles_politus_Asilidae,,Asilidae,,,Nicocles,politus,,Nicocles politus
1868,Leptarthrus_brevirostris_Asilidae,,Asilidae,,,Leptarthrus,brevirostris,,Leptarthrus brevirostris
1869,Ceraturgus_fasciatus_Asilidae,,Asilidae,,,Ceraturgus,fasciatus,,Ceraturgus fasciatus
1870,Cyrtopogon_rattus_Asilidae,,Asilidae,,,Cyrtopogon,rattus,,Cyrtopogon rattus
1871,Rhipidocephala_sp_Asilidae,,Asilidae,,,Rhipidocephala,,,Rhipidocephala
1872,Holcocephala_abdominalis_Asilidae,,Asilidae,,,Holcocephala,abdominalis,,Holcocephala abdominalis
1873,Holcocephala_calva_Asilidae,,Asilidae,,,Holcocephala,calva,,Holcocephala calva
1874,Molobratia_teutonus_Asilidae,,Asilidae,,,Molobratia,teutonus,,Molobratia teutonus
1875,Pegesimallus_laticornis_Asilidae,,Asilidae,,,Pegesimallus,laticornis,,Pegesimallus laticornis
1876,Diogmites_sp_Asilidae,,Asilidae,,,Diogmites,,,Diogmites
1877,Diogmites_grossus_Asilidae,,Asilidae,,,Diogmites,grossus,,Diogmites grossus
1878,Lestomyia_fraudiger_Asilidae,,Asilidae,,,Lestomyia,fraudiger,,Lestomyia fraudiger
1879,Plesiomma_sp_Guanacaste_Asilidae,,Asilidae,,,Plesiomma,,Guanacaste,Plesiomma
1880,Saropogon_luteus_Asilidae,,Asilidae,,,Saropogon,luteus,,Saropogon luteus
1881,Dasypogon_diadema_Asilidae,,Asilidae,,,Dasypogon,diadema,,Dasypogon diadema
1882,Rhabdogaster_pedion_Asilidae,,Asilidae,,,Rhabdogaster,pedion,,Rhabdogaster pedion
