tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers
Heterophlebus_sp_Stripe_Empididae,,Empididae,,,Heterophlebus,,Stripe
Heterophlebus_sp_Plain_Empididae,,Empididae,,,Heterophlebus,,Plain
Heterophlebus_versabilis_Hybotidae,,Hybotidae,,,Heterophlebus,versabilis,
Apalocnemis_sp_NCSU_95051123_Empididae,,Empididae,,,Apalocnemis,,NCSU_95051123
Heleodromia_sp_JKM_2006_Empididae,,Empididae,,,Heleodromia,,JKM_2006
Oreogeton_scopifer_Oreogetonidae,,Oreogetonidae,,,Oreogeton,scopifer,
Trichopeza_longicornis_Empididae,,Empididae,,,Trichopeza,longicornis,
Gloma_sp_NCSU062219_Empididae,,Empididae,,,Gloma,,NCSU062219
Syneches_sp_NCSU_99071971_Hybotidae,,Hybotidae,,,Syneches,,NCSU_99071971
Euhybus_sp_JKM_2006_Hybotidae,,Hybotidae,,,Euhybus,,JKM_2006
Euhybus_sp_NCSU_99072131_Hybotidae,,Hybotidae,,,Euhybus,,NCSU_99072131
Hybos_culiciformis_Hybotidae,,Hybotidae,,,Hybos,culiciformis,
Hybos_sp_NCSU_04061420_Hybotidae,,Hybotidae,,,Hybos,,NCSU_04061420
Drapetis_sp_JKM_2006_Hybotidae,,Hybotidae,,,Drapetis,,JKM_2006
Platypalpus_sp_NCSU_99071984_Hybotidae,,Hybotidae,,,Platypalpus,,NCSU_99071984
Hybos_sp_NCSU_99071974_Hybotidae,,Hybotidae,,,Hybos,,NCSU_99071974
Crossopalpus_sp_NCSU_99071972_Hybotidae,,Hybotidae,,,Crossopalpus,,NCSU_99071972
Bicellaria_sp_NCSU_99061147_Hybotidae,,Hybotidae,,,Bicellaria,,NCSU_99061147
Trichina_sp_NCSU_99071986_Hybotidae,,Hybotidae,,,Trichina,,NCSU_99071986
Trichinomyia_flavipes_Hybotidae,,Hybotidae,,,Trichinomyia,flavipes,
Anthalia_sp_NCSU_99071950_Hybotidae,,Hybotidae,,,Anthalia,,NCSU_99071950
Euthyneura_sp_NCSU_99071982_Hybotidae,,Hybotidae,,,Euthyneura,,NCSU_99071982
Oedalea_sp_NCSU_99071983_Hybotidae,,Hybotidae,,,Oedalea,,NCSU_99071983
Leptopeza_sp_NCSU_99071981_Hybotidae,,Hybotidae,,,Leptopeza,,NCSU_99071981
Ocydromia_sp_JKM_2006_Hybotidae,,Hybotidae,,,Ocydromia,,JKM_2006
Hoplopeza_sp_NCSU_95051124_Hybotidae,,Hybotidae,,,Hoplopeza,,NCSU_95051124
Hoplopeza_sp_JKM_2006_Hybotidae,,Hybotidae,,,Hoplopeza,,JKM_2006
Oropezella_sphenoptera_Hybotidae,,Hybotidae,,,Oropezella,sphenoptera,
Schistostoma_sp_NCSU_95051178_Empididae,,Empididae,,,Schistostoma,,NCSU_95051178
Microphorus_sp_NCSU_99072132_Empididae,,Empididae,,,Microphorus,,NCSU_99072132
Tachypeza_nubila_Hybotidae,,Hybotidae,,,Tachypeza,nubila,
Chersodromia_nigripennis_Hybotidae,,Hybotidae,,,Chersodromia,nigripennis,
Chersodromia_sp_1_Hybotidae,,Hybotidae,,,Chersodromia,,1
Drapetis_sp_SNK_2009_Hybotidae,,Hybotidae,,,Drapetis,,SNK_2009
Elaphropeza_neesoonensis_Hybotidae,,Hybotidae,,,Elaphropeza,neesoonensis,
Nanodromia_narmkroi_Hybotidae,,Hybotidae,,,Nanodromia,narmkroi,
Hemerodromia_baetica_Empididae,,Empididae,,,Hemerodromia,baetica,
Hemerodromia_sp_SNK_2009_Empididae,,Empididae,,,Hemerodromia,,SNK_2009
Oedalea_hybotina_Hybotidae,,Hybotidae,,,Oedalea,hybotina,
Paramedetera_obscura_Dolichopodidae,,Dolichopodidae,,,Paramedetera,obscura,
Cymatopus_sp_Pollet_0321_Dolichopodidae,,Dolichopodidae,,,Cymatopus,,Pollet_0321
Cymatopus_malayensis_Dolichopodidae,,Dolichopodidae,,,Cymatopus,malayensis,
Thinolestris_nigra_Dolichopodidae,,Dolichopodidae,,,Thinolestris,nigra,
Thambemyia_pagdeni_Dolichopodidae,,Dolichopodidae,,,Thambemyia,pagdeni,
Neurigona_cf_angulata_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Neurigona,,cf_angulata_SNK_2009
Neurigona_sp_2_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Neurigona,,2_SNK_2009
Neurigona_squamifera_Dolichopodidae,,Dolichopodidae,,,Neurigona,squamifera,
Neurigona_sp_1_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Neurigona,,1_SNK_2009
Neurigona_pectinata_Dolichopodidae,,Dolichopodidae,,,Neurigona,pectinata,
Neurigona_pallida_Dolichopodidae,,Dolichopodidae,,,Neurigona,pallida,
Neurigona_lineata_Dolichopodidae,,Dolichopodidae,,,Neurigona,lineata,
Neurigona_quadrifasciata_Dolichopodidae,,Dolichopodidae,,,Neurigona,quadrifasciata,
Ngirhaphium_cf_murphyi_SNK_200_Dolichopodidae9,,Dolichopodidae,,,Ngirhaphium,cf_murphyi,cf_murphyi_SNK_200
Oncopygius_distans_Dolichopodidae,,Dolichopodidae,,,Oncopygius,distans,
Nematoproctus_distendens_Dolichopodidae,,Dolichopodidae,,,Nematoproctus,distendens,
Rhaphium_appendiculatum_Dolichopodidae,,Dolichopodidae,,,Rhaphium,appendiculatum,
Rhaphium_fractum_Dolichopodidae,,Dolichopodidae,,,Rhaphium,fractum,
Rhaphium_consobrinum_Dolichopodidae,,Dolichopodidae,,,Rhaphium,consobrinum,
Rhaphium_laticorne_Dolichopodidae,,Dolichopodidae,,,Rhaphium,laticorne,
Rhaphium_crassipes_Dolichopodidae,,Dolichopodidae,,,Rhaphium,crassipes,
Rhaphium_penicillatum_Dolichopodidae,,Dolichopodidae,,,Rhaphium,penicillatum,
Rhaphium_ensicorne_Dolichopodidae,,Dolichopodidae,,,Rhaphium,ensicorne,
Rhaphium_longicorne_Dolichopodidae,,Dolichopodidae,,,Rhaphium,longicorne,
Lamprochromus_bifasciatus_Dolichopodidae,,Dolichopodidae,,,Lamprochromus,bifasciatus,
Lamprochromus_strobli_Dolichopodidae,,Dolichopodidae,,,Lamprochromus,strobli,
Sympycnus_sp_2_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Sympycnus,,2_SNK_2009
Sympycnus_sp_1_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Sympycnus,,1_SNK_2009
Sympycnus_sp_3_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Sympycnus,,3_SNK_2009
Hercostomoides_indonesianus_Dolichopodidae,,Dolichopodidae,,,Hercostomoides,indonesianus,
Campsicnemus_alpinus_Dolichopodidae,,Dolichopodidae,,,Campsicnemus,alpinus,
Campsicnemus_pumilio_Dolichopodidae,,Dolichopodidae,,,Campsicnemus,pumilio,
Campsicnemus_scambus_Dolichopodidae,,Dolichopodidae,,,Campsicnemus,scambus,
Campsicnemus_loripes_Dolichopodidae,,Dolichopodidae,,,Campsicnemus,loripes,
Campsicnemus_picticornis_Dolichopodidae,,Dolichopodidae,,,Campsicnemus,picticornis,
Campsicnemus_curvipes_Dolichopodidae,,Dolichopodidae,,,Campsicnemus,curvipes,
Syntormon_flexibile_Dolichopodidae,,Dolichopodidae,,,Syntormon,flexibile,
Syntormon_pumilum_Dolichopodidae,,Dolichopodidae,,,Syntormon,pumilum,
Syntormon_pallipes_Dolichopodidae,,Dolichopodidae,,,Syntormon,pallipes,
Syntormon_denticulatum_Dolichopodidae,,Dolichopodidae,,,Syntormon,denticulatum,
Syntormon_zelleri_Dolichopodidae,,Dolichopodidae,,,Syntormon,zelleri,
Stolidosoma_sp_Pollet_0314_Dolichopodidae,,Dolichopodidae,,,Stolidosoma,,Pollet_0314
Syntormon_singaporensis_Dolichopodidae,,Dolichopodidae,,,Syntormon,singaporensis,
Chaetogonopteron_chaeturum_Dolichopodidae,,Dolichopodidae,,,Chaetogonopteron,chaeturum,
Chaetogonopteron_sp_1_Dolichopodidae,,Dolichopodidae,,,Chaetogonopteron,,1
Chaetogonopteron_sp_2_Dolichopodidae,,Dolichopodidae,,,Chaetogonopteron,,2
Teuchophorus_tiomanensis_Dolichopodidae,,Dolichopodidae,,,Teuchophorus,tiomanensis,
Teuchophorus_spinigerellus_Dolichopodidae,,Dolichopodidae,,,Teuchophorus,spinigerellus,
Teuchophorus_monacanthus_Dolichopodidae,,Dolichopodidae,,,Teuchophorus,monacanthus,
Teuchophorus_simplex_Dolichopodidae,,Dolichopodidae,,,Teuchophorus,simplex,
Teuchophorus_enormis_Dolichopodidae,,Dolichopodidae,,,Teuchophorus,enormis,
Teuchophorus_limosus_Dolichopodidae,,Dolichopodidae,,,Teuchophorus,limosus,
Teuchophorus_simplicissimus_Dolichopodidae,,Dolichopodidae,,,Teuchophorus,simplicissimus,
Teuchophorus_stenostigma_Dolichopodidae,,Dolichopodidae,,,Teuchophorus,stenostigma,
Teuchophorus_ornatulus_Dolichopodidae,,Dolichopodidae,,,Teuchophorus,ornatulus,
Teuchophorus_clavigerellus_Dolichopodidae,,Dolichopodidae,,,Teuchophorus,clavigerellus,
Teuchophorus_calcaratus_Dolichopodidae,,Dolichopodidae,,,Teuchophorus,calcaratus,
Teuchophorus_nigricosta_Dolichopodidae,,Dolichopodidae,,,Teuchophorus,nigricosta,
Teuchophorus_obliquus_Dolichopodidae,,Dolichopodidae,,,Teuchophorus,obliquus,
Teuchophorus_temasek_Dolichopodidae,,Dolichopodidae,,,Teuchophorus,temasek,
Sympycnus_aeneicoxa_Dolichopodidae,,Dolichopodidae,,,Sympycnus,aeneicoxa,
Sympycnus_desoutteri_Dolichopodidae,,Dolichopodidae,,,Sympycnus,desoutteri,
Sympycnus_cirripes_Dolichopodidae,,Dolichopodidae,,,Sympycnus,cirripes,
Sciapus_platypterus_Dolichopodidae,,Dolichopodidae,,,Sciapus,platypterus,
Sciapus_zonatulus_Dolichopodidae,,Dolichopodidae,,,Sciapus,zonatulus,
Sciapus_wiedemanni_Dolichopodidae,,Dolichopodidae,,,Sciapus,wiedemanni,
Condylostylus_sp_Pollet_0316_Dolichopodidae,,Dolichopodidae,,,Condylostylus,,Pollet_0316
Plagiozopelma_flavipodex_Dolichopodidae,,Dolichopodidae,,,Plagiozopelma,flavipodex,
Heteropsilopus_ingenuus_Dolichopodidae,,Dolichopodidae,,,Heteropsilopus,ingenuus,
Amblypsilopus_abruptus_group_s_Dolichopodidaep_SNK_2009,,Dolichopodidae,,,Amblypsilopus,abruptus,group_s_Dolichopodidaep_SNK_2009
Chrysosoma_bearni_Dolichopodidae,,Dolichopodidae,,,Chrysosoma,bearni,
Chrysosoma_vittatum_group_sp_Dolichopodidae,,Dolichopodidae,,,Chrysosoma,,vittatum_group
Thinophilus_sp_1_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Thinophilus,,1_SNK_2009
Nepalomyia_sp_3_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Nepalomyia,,3_SNK_2009
Symbolia_costaricensis_Dolichopodidae,,Dolichopodidae,,,Symbolia,costaricensis,
Anepsiomyia_flaviventris_Dolichopodidae,,Dolichopodidae,,,Anepsiomyia,flaviventris,
Xanthochlorus_ornatus_Dolichopodidae,,Dolichopodidae,,,Xanthochlorus,ornatus,
Liancalus_virens_Dolichopodidae,,Dolichopodidae,,,Liancalus,virens,
Eucoryphus_brunneri_Dolichopodidae,,Dolichopodidae,,,Eucoryphus,brunneri,
Eucoryphus_coeruleus_Dolichopodidae,,Dolichopodidae,,,Eucoryphus,coeruleus,
Hydrophorus_praecox_Dolichopodidae,,Dolichopodidae,,,Hydrophorus,praecox,
Hydrophorus_rogenhoferi_Dolichopodidae,,Dolichopodidae,,,Hydrophorus,rogenhoferi,
Hydrophorus_borealis_Dolichopodidae,,Dolichopodidae,,,Hydrophorus,borealis,
sphyrotarsus_argyrostomus_Dolichopodidae,,Dolichopodidae,,,sphyrotarsus,argyrostomus,
Machaerium_maritimae_Dolichopodidae,,Dolichopodidae,,,Machaerium,maritimae,
Aphrosylus_celtiber_Dolichopodidae,,Dolichopodidae,,,Aphrosylus,celtiber,
Argyra_vestita_Dolichopodidae,,Dolichopodidae,,,Argyra,vestita,
Argyra_diaphana_Dolichopodidae,,Dolichopodidae,,,Argyra,diaphana,
Argyra_elongata_Dolichopodidae,,Dolichopodidae,,,Argyra,elongata,
Argyra_perplexa_Dolichopodidae,,Dolichopodidae,,,Argyra,perplexa,
Argyra_argyria_Dolichopodidae,,Dolichopodidae,,,Argyra,argyria,
Argyra_leucocephala_Dolichopodidae,,Dolichopodidae,,,Argyra,leucocephala,
Argyra_argentina_Dolichopodidae,,Dolichopodidae,,,Argyra,argentina,
Argyra_grata_Dolichopodidae,,Dolichopodidae,,,Argyra,grata,
Argyra_ilonae_Dolichopodidae,,Dolichopodidae,,,Argyra,ilonae,
Argyra_atriceps_Dolichopodidae,,Dolichopodidae,,,Argyra,atriceps,
Pelastoneurus_sp_Pollet_0309_Dolichopodidae,,Dolichopodidae,,,Pelastoneurus,,Pollet_0309
Hercostomus_verbekei_Dolichopodidae,,Dolichopodidae,,,Hercostomus,verbekei,
Hercostomus_plagiatus_Dolichopodidae,,Dolichopodidae,,,Hercostomus,plagiatus,
Dolichopus_campestris_Dolichopodidae,,Dolichopodidae,,,Dolichopus,campestris,
Dolichopus_arbustorum_Dolichopodidae,,Dolichopodidae,,,Dolichopus,arbustorum,
Dolichopus_trivialis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,trivialis,
Dolichopus_cilifemoratus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,cilifemoratus,
Dolichopus_festivus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,festivus,
Dolichopus_ungulatus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,ungulatus,
Dolichopus_brevipennis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,brevipennis,
Dolichopus_claviger_Dolichopodidae,,Dolichopodidae,,,Dolichopus,claviger,
Dolichopus_lepidus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,lepidus,
Dolichopus_longitarsis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,longitarsis,
Dolichopus_nigricornis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,nigricornis,
Dolichopus_genicupallidus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,genicupallidus,
Dolichopus_planitarsis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,planitarsis,
Dolichopus_atripes_Dolichopodidae,,Dolichopodidae,,,Dolichopus,atripes,
Dolichopus_tanythrix_Dolichopodidae,,Dolichopodidae,,,Dolichopus,tanythrix,
Dolichopus_bigeniculatus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,bigeniculatus,
Dolichopus_clavipes_Dolichopodidae,,Dolichopodidae,,,Dolichopus,clavipes,
Dolichopus_griseipennis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,griseipennis,
Dolichopus_nitidus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,nitidus,
Dolichopus_popularis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,popularis,
Dolichopus_urbanus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,urbanus,
Dolichopus_subpennatus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,subpennatus,
Dolichopus_pennatus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,pennatus,
Dolichopus_argyrotarsis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,argyrotarsis,
Dolichopus_signatus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,signatus,
Dolichopus_latilimbatus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,latilimbatus,
Dolichopus_excisus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,excisus,
Dolichopus_nubilus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,nubilus,
Dolichopus_acuticornis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,acuticornis,
Dolichopus_linearis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,linearis,
Dolichopus_longicornis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,longicornis,
Hercostomus_nanus_Dolichopodidae,,Dolichopodidae,,,Hercostomus,nanus,
Hercostomus_parvilamellatus_Dolichopodidae,,Dolichopodidae,,,Hercostomus,parvilamellatus,
Nodicornis_nodicornis_Dolichopodidae,,Dolichopodidae,,,Nodicornis,nodicornis,
Sybistroma_discipes_Dolichopodidae,,Dolichopodidae,,,Sybistroma,discipes,
Sybistroma_crinipes_Dolichopodidae,,Dolichopodidae,,,Sybistroma,crinipes,
Sybistroma_obscurellum_Dolichopodidae,,Dolichopodidae,,,Sybistroma,obscurellum,
Hercostomus_chetifer_Dolichopodidae,,Dolichopodidae,,,Hercostomus,chetifer,
Hercostomus_longiventris_Dolichopodidae,,Dolichopodidae,,,Hercostomus,longiventris,
Hercostomus_fulvicaudis_Dolichopodidae,,Dolichopodidae,,,Hercostomus,fulvicaudis,
Hercostomus_praeceps_Dolichopodidae,,Dolichopodidae,,,Hercostomus,praeceps,
Argyrochlamys_impudicus_Dolichopodidae,,Dolichopodidae,,,Argyrochlamys,impudicus,
Paraclius_digitatus_Dolichopodidae,,Dolichopodidae,,,Paraclius,digitatus,
Gymnopternus_helveticus_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,helveticus,
Gymnopternus_blankaartensis_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,blankaartensis,
Gymnopternus_cupreus_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,cupreus,
Gymnopternus_assimilis_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,assimilis,
Gymnopternus_silvestris_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,silvestris,
Gymnopternus_brevicornis_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,brevicornis,
Gymnopternus_celer_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,celer,
Gymnopternus_metallicus_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,metallicus,
Gymnopternus_aerosus_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,aerosus,
Gymnopternus_angustifrons_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,angustifrons,
Hercostomus_nigripennis_Dolichopodidae,,Dolichopodidae,,,Hercostomus,nigripennis,
Hercostomus_chaerophylli_Dolichopodidae,,Dolichopodidae,,,Hercostomus,chaerophylli,
Hercostomus_germanus_Dolichopodidae,,Dolichopodidae,,,Hercostomus,germanus,
Dolichopus_sp_Dolichopodidae,,Dolichopodidae,,,Dolichopus,,
Dolichopus_sp_Dolichopodidae_NCSU_99071924,,Dolichopodidae,,,Dolichopus,,NCSU_99071924
Poecilobothrus_principalis_Dolichopodidae,,Dolichopodidae,,,Poecilobothrus,principalis,
Poecilobothrus_regalis_Dolichopodidae,,Dolichopodidae,,,Poecilobothrus,regalis,
Dolichopus_sp_Dolichopodidae_NCSU_97010378,,Dolichopodidae,,,Dolichopus,,NCSU_97010378
Poecilobothrus_nobilitatus_Dolichopodidae,,Dolichopodidae,,,Poecilobothrus,nobilitatus,
Poecilobothrus_chrysozygos_Dolichopodidae,,Dolichopodidae,,,Poecilobothrus,chrysozygos,
Hercostomus_pilifer_Dolichopodidae,,Dolichopodidae,,,Hercostomus,pilifer,
Hercostomus_nigrilamellatus_Dolichopodidae,,Dolichopodidae,,,Hercostomus,nigrilamellatus,
Hercostomus_vockerothi_Dolichopodidae,,Dolichopodidae,,,Hercostomus,vockerothi,
Hercostomus_nigriplantis_Dolichopodidae,,Dolichopodidae,,,Hercostomus,nigriplantis,
Hercostomus_fugax_Dolichopodidae,,Dolichopodidae,,,Hercostomus,fugax,
Hercostomus_vivax_Dolichopodidae,,Dolichopodidae,,,Hercostomus,vivax,
Tachytrechus_notatus_Dolichopodidae,,Dolichopodidae,,,Tachytrechus,notatus,
Tachytrechus_transitorius_Dolichopodidae,,Dolichopodidae,,,Tachytrechus,transitorius,
Tachytrechus_tessellatus_Dolichopodidae,,Dolichopodidae,,,Tachytrechus,tessellatus,
Hercostomus_brevidigitalis_Dolichopodidae,,Dolichopodidae,,,Hercostomus,brevidigitalis,
Hercostomus_meieri_Dolichopodidae,,Dolichopodidae,,,Hercostomus,meieri,
Nepalomyia_sp_1_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Nepalomyia,,1_SNK_2009
Nepalomyia_sp_2_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Nepalomyia,,2_SNK_2009
Scotiomyia_cf_singaporensis_SN_DolichopodidaeK_2009,,Dolichopodidae,,,Scotiomyia,,cf_singaporensis_SN_DolichopodidaeK_2009
Scotiomyia_sp_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Scotiomyia,,SNK_2009
Acropsilus_sp_2_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Acropsilus,,2_SNK_2009
Acropsilus_sp_3_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Acropsilus,,3_SNK_2009
Acropsilus_niger_Dolichopodidae,,Dolichopodidae,,,Acropsilus,niger,
Acropsilus_sp_1_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Acropsilus,,1_SNK_2009
Peloropeodes_sp_Pollet_0301_Dolichopodidae,,Dolichopodidae,,,Peloropeodes,,Pollet_0301
Peloropeodes_sp_Pollet_0306_Dolichopodidae,,Dolichopodidae,,,Peloropeodes,,Pollet_0306
Medetera_minima_Dolichopodidae,,Dolichopodidae,,,Medetera,minima,
Medetera_dendrobaena_Dolichopodidae,,Dolichopodidae,,,Medetera,dendrobaena,
Medetera_diadema_Dolichopodidae,,Dolichopodidae,,,Medetera,diadema,
Medetera_plumbella_Dolichopodidae,,Dolichopodidae,,,Medetera,plumbella,
Medetera_micacea_Dolichopodidae,,Dolichopodidae,,,Medetera,micacea,
Medetera_jacula_Dolichopodidae,,Dolichopodidae,,,Medetera,jacula,
Medetera_infumata_Dolichopodidae,,Dolichopodidae,,,Medetera,infumata,
Medetera_grisescens_Dolichopodidae,,Dolichopodidae,,,Medetera,grisescens,
Medetera_lorea_Dolichopodidae,,Dolichopodidae,,,Medetera,lorea,
Medetera_pallipes_Dolichopodidae,,Dolichopodidae,,,Medetera,pallipes,
Medetera_impigra_Dolichopodidae,,Dolichopodidae,,,Medetera,impigra,
Medetera_abstrusa_Dolichopodidae,,Dolichopodidae,,,Medetera,abstrusa,
Medetera_feminina_Dolichopodidae,,Dolichopodidae,,,Medetera,feminina,
Medetera_jugalis_Dolichopodidae,,Dolichopodidae,,,Medetera,jugalis,
Medetera_signaticornis_Dolichopodidae,,Dolichopodidae,,,Medetera,signaticornis,
Medetera_muralis_Dolichopodidae,,Dolichopodidae,,,Medetera,muralis,
Medetera_belgica_Dolichopodidae,,Dolichopodidae,,,Medetera,belgica,
Medetera_parenti_Dolichopodidae,,Dolichopodidae,,,Medetera,parenti,
Medetera_sp_Pollet_0317_Dolichopodidae,,Dolichopodidae,,,Medetera,,Pollet_0317
Medetera_sp_CG_2012_Dolichopodidae,,Dolichopodidae,,,Medetera,,CG_2012
Dolichophorus_kerteszi_Dolichopodidae,,Dolichopodidae,,,Dolichophorus,kerteszi,
Thrypticus_smaragdinus_Dolichopodidae,,Dolichopodidae,,,Thrypticus,smaragdinus,
Thrypticus_tarsalis_Dolichopodidae,,Dolichopodidae,,,Thrypticus,tarsalis,
Medeterinae_sp_1_SNK_2009_Dolichopodidae,,Dolichopodidae,,,,1,SNK_2009
Thinophilus_murphyi_Dolichopodidae,,Dolichopodidae,,,Thinophilus,murphyi,
Thinophilus_sp_6_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Thinophilus,,6_SNK_2009
Thinophilus_sp_8_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Thinophilus,,8_SNK_2009
Thinophilus_sp_2_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Thinophilus,,2_SNK_2009
Thinophilus_sp_4_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Thinophilus,,4_SNK_2009
Micromorphus_albipes_Dolichopodidae,,Dolichopodidae,,,Micromorphus,albipes,
Chrysotimus_molliculus_Dolichopodidae,,Dolichopodidae,,,Chrysotimus,molliculus,
Chrysotimus_flaviventris_Dolichopodidae,,Dolichopodidae,,,Chrysotimus,flaviventris,
Chrysotus_sp_Pollet_0305_Dolichopodidae,,Dolichopodidae,,,Chrysotus,,Pollet_0305
Chrysotus_laesus_Dolichopodidae,,Dolichopodidae,,,Chrysotus,laesus,
Chrysotus_suavis_Dolichopodidae,,Dolichopodidae,,,Chrysotus,suavis,
Chrysotus_blepharosceles_Dolichopodidae,,Dolichopodidae,,,Chrysotus,blepharosceles,
Chrysotus_gramineus_Dolichopodidae,,Dolichopodidae,,,Chrysotus,gramineus,
Chrysotus_neglectus_Dolichopodidae,,Dolichopodidae,,,Chrysotus,neglectus,
Chrysotus_femoratus_Dolichopodidae,,Dolichopodidae,,,Chrysotus,femoratus,
Chrysotus_pulchellus_Dolichopodidae,,Dolichopodidae,,,Chrysotus,pulchellus,
Chrysotus_cilipes_Dolichopodidae,,Dolichopodidae,,,Chrysotus,cilipes,
Chrysotus_miripalpus_Dolichopodidae,,Dolichopodidae,,,Chrysotus,miripalpus,
Chrysotus_sp_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Chrysotus,,SNK_2009
Chrysotus_sp_Pollet_0302_Dolichopodidae,,Dolichopodidae,,,Chrysotus,,Pollet_0302
Phacaspis_mitis_Dolichopodidae,,Dolichopodidae,,,Phacaspis,mitis,
Diaphorus_oculatus_Dolichopodidae,,Dolichopodidae,,,Diaphorus,oculatus,
Diaphorus_sp_Pollet_0310_Dolichopodidae,,Dolichopodidae,,,Diaphorus,,Pollet_0310
Diaphorus_sp_Pollet_0311_Dolichopodidae,,Dolichopodidae,,,Diaphorus,,Pollet_0311
Diaphorus_maurus_Dolichopodidae,,Dolichopodidae,,,Diaphorus,maurus,
Asyndetus_latifrons_Dolichopodidae,,Dolichopodidae,,,Asyndetus,latifrons,
Diaphorus_nigricans_Dolichopodidae,,Dolichopodidae,,,Diaphorus,nigricans,
Asyndetus_sp_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Asyndetus,,SNK_2009
Condylostylus_flavipes_Dolichopodidae,,Dolichopodidae,,,Condylostylus,flavipes,
Hybos_femoratus_Hybotidae,,Hybotidae,,,Hybos,femoratus,
Microphor_holosericeus_Empididae,,Empididae,,,Microphor,holosericeus,
Eothalassius_gracilis_Dolichopodidae,,Dolichopodidae,,,Eothalassius,gracilis,
Microphorella_malaysiana_Empididae,,Empididae,,,Microphorella,malaysiana,
Parathalassius_candidatus_Empididae,,Empididae,,,Parathalassius,candidatus,
Amphithalassius_latus_Empididae,,Empididae,,,Amphithalassius,latus,
Apystomyia_elinguis_Apystomyiidae,,Apystomyiidae,,,Apystomyia,elinguis,
Paraplatypeza_sp_Platypezidae,,Platypezidae,,,Paraplatypeza,,
Pipunculus_sp_Pipunculidae,,Pipunculidae,,,Pipunculus,,
Pipunculus_houghi_Pipunculidae,,Pipunculidae,,,Pipunculus,houghi,
Pherbellia_cinerella_Sciomyzidae,,Sciomyzidae,,,Pherbellia,cinerella,
Trichophthalma_sp_LRC_2002_Nemestrinidae,,Nemestrinidae,,,Trichophthalma,,LRC_2002
Trichophthalma_sp_SLW_2002_Nemestrinidae,,Nemestrinidae,,,Trichophthalma,,SLW_2002
Neorhynchocephalus_volaticus_Nemestrinidae,,Nemestrinidae,,,Neorhynchocephalus,volaticus,
Nemestrinus_aegyptiacus_Nemestrinidae,,Nemestrinidae,,,Nemestrinus,aegyptiacus,
Hirmoneura_sp_SLW_2006c_Nemestrinidae,,Nemestrinidae,,,Hirmoneura,,SLW_2006c
